,icd_code,icd_version,description
16068,V190   ,9,Family history of blindness or visual loss
16069,K5649  ,10,Other impaction of intestine
16070,H2101  ,10,"Hyphema, right eye"
16071,S24152A,10,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, initial encounter"
16072,M0579  ,10,Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement
16073,V532   ,9,Fitting and adjustment of hearing aid
16074,88001  ,9,"Open wound of scapular region, without mention of complication"
16075,5160   ,9,Pulmonary alveolar proteinosis
16076,G219   ,10,"Secondary parkinsonism, unspecified"
16077,23874  ,9,Myelodysplastic syndrome with 5q deletion
16078,H16209 ,10,"Unspecified keratoconjunctivitis, unspecified eye"
16079,37023  ,9,Filamentary keratitis
16080,S00432A,10,"Contusion of left ear, initial encounter"
16081,R41844 ,10,Frontal lobe and executive function deficit
16082,I25729 ,10,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unspecified angina pectoris
16083,36615  ,9,Cortical senile cataract
16084,S52221A,10,"Displaced transverse fracture of shaft of right ulna, initial encounter for closed fracture"
16085,D1330  ,10,Benign neoplasm of unspecified part of small intestine
16086,L908   ,10,Other atrophic disorders of skin
16087,D127   ,10,Benign neoplasm of rectosigmoid junction
16088,S8262XD,10,"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with routine healing"
16089,H5589  ,10,Other irregular eye movements
16090,2218   ,9,Benign neoplasm of other specified sites of female genital organs
16091,24951  ,9,"Secondary diabetes mellitus with ophthalmic manifestations, uncontrolled"
16092,T8699  ,10,Other complications of unspecified transplanted organ and tissue
16093,M1811  ,10,"Unilateral primary osteoarthritis of first carpometacarpal joint, right hand"
16094,S5331XA,10,"Traumatic rupture of right ulnar collateral ligament, initial encounter"
16095,S52512A,10,"Displaced fracture of left radial styloid process, initial encounter for closed fracture"
16096,S52511A,10,"Displaced fracture of right radial styloid process, initial encounter for closed fracture"
16097,2568   ,9,Other ovarian dysfunction
16098,M07662 ,10,"Enteropathic arthropathies, left knee"
16099,M07661 ,10,"Enteropathic arthropathies, right knee"
16100,M07649 ,10,"Enteropathic arthropathies, unspecified hand"
16101,I63239 ,10,Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery
16102,W139XXS,10,"Fall from, out of or through building, not otherwise specified, sequela"
16103,M8648  ,10,"Chronic osteomyelitis with draining sinus, other site"
16104,2300   ,9,"Carcinoma in situ of lip, oral cavity, and pharynx"
16105,1412   ,9,Malignant neoplasm of tip and lateral border of tongue
16106,5288   ,9,"Oral submucosal fibrosis, including of tongue"
16107,G543   ,10,"Thoracic root disorders, not elsewhere classified"
16108,M10041 ,10,"Idiopathic gout, right hand"
16109,4130   ,9,Angina decubitus
16110,72765  ,9,Nontraumatic rupture of quadriceps tendon
16111,T404X2D,10,"Poisoning by other synthetic narcotics, intentional self-harm, subsequent encounter"
16112,X838XXD,10,"Intentional self-harm by other specified means, subsequent encounter"
16113,K044   ,10,Acute apical periodontitis of pulpal origin
16114,5670   ,9,Peritonitis in infectious diseases classified elsewhere
16115,G5752  ,10,"Tarsal tunnel syndrome, left lower limb"
16116,G5753  ,10,"Tarsal tunnel syndrome, bilateral lower limbs"
16117,81307  ,9,Other and unspecified closed fractures of proximal end of radius (alone)
16118,M4652  ,10,"Other infective spondylopathies, cervical region"
16119,H44003 ,10,"Unspecified purulent endophthalmitis, bilateral"
16120,S91209A,10,"Unspecified open wound of unspecified toe(s) with damage to nail, initial encounter"
16121,S02832A,10,"Fracture of medial orbital wall, left side, initial encounter for closed fracture"
16122,Q338   ,10,Other congenital malformations of lung
16123,74742  ,9,Partial anomalous pulmonary venous connection
16124,V5959XA,10,"Passenger in pick-up truck or van injured in collision with other motor vehicles in traffic accident, initial encounter"
16125,53781  ,9,Pylorospasm
16126,S0462XS,10,"Injury of acoustic nerve, left side, sequela"
16127,S72101D,10,"Unspecified trochanteric fracture of right femur, subsequent encounter for closed fracture with routine healing"
16128,71841  ,9,"Contracture of joint, shoulder region"
16129,63491  ,9,"Spontaneous abortion, without mention of complication, incomplete"
16130,V486   ,9,Disfigurements of head
16131,T507X1A,10,"Poisoning by analeptics and opioid receptor antagonists, accidental (unintentional), initial encounter"
16132,F4002  ,10,Agoraphobia without panic disorder
16133,K51811 ,10,Other ulcerative colitis with rectal bleeding
16134,K281   ,10,Acute gastrojejunal ulcer with perforation
16135,C8200  ,10,"Follicular lymphoma grade I, unspecified site"
16136,J628   ,10,Pneumoconiosis due to other dust containing silica
16137,M84364K,10,"Stress fracture, left fibula, subsequent encounter for fracture with nonunion"
16138,T84117A,10,"Breakdown (mechanical) of internal fixation device of bone of left lower leg, initial encounter"
16139,M25762 ,10,"Osteophyte, left knee"
16140,M84362K,10,"Stress fracture, left tibia, subsequent encounter for fracture with nonunion"
16141,V9083  ,9,Retained stone or crystalline fragments
16142,M84462G,10,"Pathological fracture, left tibia, subsequent encounter for fracture with delayed healing"
16143,G803   ,10,Athetoid cerebral palsy
16144,L948   ,10,Other specified localized connective tissue disorders
16145,D739   ,10,"Disease of spleen, unspecified"
16146,E9455  ,9,Expectorants causing adverse effects in therapeutic use
16147,F6812  ,10,"Factitious disorder imposed on self, with predominantly physical signs and symptoms"
16148,Q851   ,10,Tuberous sclerosis
16149,71789  ,9,Other internal derangement of knee
16150,S12530A,10,"Unspecified traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture"
16151,H40219 ,10,"Acute angle-closure glaucoma, unspecified eye"
16152,E060   ,10,Acute thyroiditis
16153,E518   ,10,Other manifestations of thiamine deficiency
16154,E8218  ,9,Nontraffic accident involving other off-road motor vehicle injuring other specified person
16155,H5050  ,10,Unspecified heterophoria
16156,I7381  ,10,Erythromelalgia
16157,D474   ,10,Osteomyelofibrosis
16158,M47893 ,10,"Other spondylosis, cervicothoracic region"
16159,S1201XA,10,"Stable burst fracture of first cervical vertebra, initial encounter for closed fracture"
16160,H2013  ,10,"Chronic iridocyclitis, bilateral"
16161,H26219 ,10,"Cataract with neovascularization, unspecified eye"
16162,C680   ,10,Malignant neoplasm of urethra
16163,C669   ,10,Malignant neoplasm of unspecified ureter
16164,N99821 ,10,Postprocedural hemorrhage of a genitourinary system organ or structure following other procedure
16165,V5871  ,9,"Aftercare following surgery of the sense organs, NEC"
16166,S42491A,10,"Other displaced fracture of lower end of right humerus, initial encounter for closed fracture"
16167,Z983   ,10,Post therapeutic collapse of lung status
16168,52519  ,9,Other loss of teeth
16169,E8669  ,9,Accidental poisoning by unspecified solid or liquid substance
16170,T7800XA,10,"Anaphylactic reaction due to unspecified food, initial encounter"
16171,T782XXS,10,"Anaphylactic shock, unspecified, sequela"
16172,T781XXS,10,"Other adverse food reactions, not elsewhere classified, sequela"
16173,99569  ,9,Anaphylactic reaction due to other specified food
16174,S02652A,10,"Fracture of angle of left mandible, initial encounter for closed fracture"
16175,Y93K1  ,10,"Activity, walking an animal"
16176,37832  ,9,Hypotropia
16177,A1884  ,10,Tuberculosis of heart
16178,01195  ,9,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
16179,01196  ,9,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
16180,01796  ,9,"Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
16181,01203  ,9,"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy"
16182,L1230  ,10,"Acquired epidermolysis bullosa, unspecified"
16183,2691   ,9,Deficiency of other vitamins
16184,L89113 ,10,"Pressure ulcer of right upper back, stage 3"
16185,Q6689  ,10,Other specified congenital deformities of feet
16186,Q5564  ,10,Hidden penis
16187,M06052 ,10,"Rheumatoid arthritis without rheumatoid factor, left hip"
16188,M06051 ,10,"Rheumatoid arthritis without rheumatoid factor, right hip"
16189,29564  ,9,"Schizophrenic disorders, residual type, chronic with acute exacerbation"
16190,D485   ,10,Neoplasm of uncertain behavior of skin
16191,7063   ,9,Seborrhea
16192,Y9344  ,10,"Activity, trampolining"
16193,Y9367  ,10,"Activity, basketball"
16194,H73892 ,10,"Other specified disorders of tympanic membrane, left ear"
16195,S14129D,10,"Central cord syndrome at unspecified level of cervical spinal cord, subsequent encounter"
16196,S14155A,10,"Other incomplete lesion at C5 level of cervical spinal cord, initial encounter"
16197,N452   ,10,Orchitis
16198,R1112  ,10,Projectile vomiting
16199,8419   ,9,Sprains and strains of unspecified site of elbow and forearm
16200,C8288  ,10,"Other types of follicular lymphoma, lymph nodes of multiple sites"
16201,C8371  ,10,"Burkitt lymphoma, lymph nodes of head, face, and neck"
16202,C8374  ,10,"Burkitt lymphoma, lymph nodes of axilla and upper limb"
16203,S92501D,10,"Displaced unspecified fracture of right lesser toe(s), subsequent encounter for fracture with routine healing"
16204,E113492,10,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye"
16205,S37052A,10,"Moderate laceration of left kidney, initial encounter"
16206,V4960XA,10,"Unspecified car occupant injured in collision with unspecified motor vehicles in traffic accident, initial encounter"
16207,M60052 ,10,"Infective myositis, left thigh"
16208,S7012XD,10,"Contusion of left thigh, subsequent encounter"
16209,52110  ,9,"Excessive attrition, unspecified"
16210,S91204A,10,"Unspecified open wound of right lesser toe(s) with damage to nail, initial encounter"
16211,S92062G,10,"Displaced intraarticular fracture of left calcaneus, subsequent encounter for fracture with delayed healing"
16212,S8262XG,10,"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with delayed healing"
16213,S72424D,10,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with routine healing"
16214,S83511D,10,"Sprain of anterior cruciate ligament of right knee, subsequent encounter"
16215,S83411D,10,"Sprain of medial collateral ligament of right knee, subsequent encounter"
16216,S83281D,10,"Other tear of lateral meniscus, current injury, right knee, subsequent encounter"
16217,M25372 ,10,"Other instability, left ankle"
16218,D339   ,10,"Benign neoplasm of central nervous system, unspecified"
16219,T82111A,10,"Breakdown (mechanical) of cardiac pulse generator (battery), initial encounter"
16220,T2135XA,10,"Burn of third degree of buttock, initial encounter"
16221,X19XXXA,10,"Contact with other heat and hot substances, initial encounter"
16222,S32029D,10,"Unspecified fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing"
16223,M0639  ,10,"Rheumatoid nodule, multiple sites"
16224,S41102A,10,"Unspecified open wound of left upper arm, initial encounter"
16225,S4292XG,10,"Fracture of left shoulder girdle, part unspecified, subsequent encounter for fracture with delayed healing"
16226,S4292XD,10,"Fracture of left shoulder girdle, part unspecified, subsequent encounter for fracture with routine healing"
16227,3919   ,9,"Acute rheumatic heart disease, unspecified"
16228,87279  ,9,"Open wound of other and multiple sites of ear, complicated"
16229,H5210  ,10,"Myopia, unspecified eye"
16230,F5102  ,10,Adjustment insomnia
16231,M279   ,10,"Disease of jaws, unspecified"
16232,T884XXS,10,"Failed or difficult intubation, sequela"
16233,M11251 ,10,"Other chondrocalcinosis, right hip"
16234,S52122A,10,"Displaced fracture of head of left radius, initial encounter for closed fracture"
16235,T466X5D,10,"Adverse effect of antihyperlipidemic and antiarteriosclerotic drugs, subsequent encounter"
16236,T45525D,10,"Adverse effect of antithrombotic drugs, subsequent encounter"
16237,I604   ,10,Nontraumatic subarachnoid hemorrhage from basilar artery
16238,R402140,10,"Coma scale, eyes open, spontaneous, unspecified time"
16239,R402250,10,"Coma scale, best verbal response, oriented, unspecified time"
16240,G243   ,10,Spasmodic torticollis
16241,H4720  ,10,Unspecified optic atrophy
16242,6244   ,9,Old laceration or scarring of vulva
16243,37500  ,9,"Dacryoadenitis, unspecified"
16244,I82711 ,10,Chronic embolism and thrombosis of superficial veins of right upper extremity
16245,G8103  ,10,Flaccid hemiplegia affecting right nondominant side
