NOTE: NEW CODES ARE INTRODUCED IN OCTOBER AND OLD CODES ARE PHASED OUT IN SEPTEMBER.
'ICD-9-CM CODE','CCS CATEGORY','CCS CATEGORY DESCRIPTION','ICD-9-CM CODE DESCRIPTION'
'9016 ','206','Bacter smear     ',"CELL BLOCK/PAP-ENDOCRINE"
'9019 ','206','Bacter smear     ',"MICRO EXAM-ENDOCRINE NEC"
'9021 ','206','Bacter smear     ',"BACT SMEAR-EYE"
'9022 ','206','Bacter smear     ',"CULTURE-EYE"
'9023 ','206','Bacter smear     ',"C & S-EYE"
'9024 ','206','Bacter smear     ',"PARASITOLOGY-EYE"
'9025 ','206','Bacter smear     ',"TOXICOLOGY-EYE"
'9026 ','206','Bacter smear     ',"CELL BLOCK/PAP-EYE"
'9029 ','206','Bacter smear     ',"MICRO EXAM-EYE NEC"
'9031 ','206','Bacter smear     ',"BACT SMEAR-ENT/LARYNX"
'9032 ','206','Bacter smear     ',"CULTURE-ENT/LARYNX"
'9033 ','206','Bacter smear     ',"C & S-ENT/LARYNX"
'9034 ','206','Bacter smear     ',"PARASITOLOGY-ENT/LARYNX"
'9035 ','206','Bacter smear     ',"TOXICOLOGY-ENT/LARYNX"
'9036 ','206','Bacter smear     ',"CELL BLOCK/PAP-ENT/LARYN"
'9039 ','206','Bacter smear     ',"MICRO EXAM-ENT/LARYN NEC"
'9041 ','206','Bacter smear     ',"BACT SMEAR-LOWER RESP"
'9042 ','206','Bacter smear     ',"CULTURE-LOWER RESP"
'9043 ','206','Bacter smear     ',"C & S-LOWER RESP"
'9044 ','206','Bacter smear     ',"PARASITOLOGY-LOWER RESP"
'9045 ','206','Bacter smear     ',"TOXICOLOGY-LOWER RESP"
'9046 ','206','Bacter smear     ',"CELL BLOCK/PAP-LOWR RESP"
'9049 ','206','Bacter smear     ',"MICRO EXAM-LOWR RESP NEC"
'9051 ','206','Bacter smear     ',"BACT SMEAR-BLOOD"
'9052 ','206','Bacter smear     ',"CULTURE-BLOOD"
'9053 ','206','Bacter smear     ',"C & S-BLOOD"
'9054 ','206','Bacter smear     ',"PARASITOLOGY-BLOOD"
'9055 ','206','Bacter smear     ',"TOXICOLOGY-BLOOD"
'9056 ','206','Bacter smear     ',"CELL BLOCK/PAP-BLOOD"
'9059 ','206','Bacter smear     ',"MICRO EXAM-BLOOD NEC"
'9061 ','206','Bacter smear     ',"BACT SMEAR-SPLEEN/MARROW"
'9062 ','206','Bacter smear     ',"CULTURE-SPLEEN/MARROW"
'9063 ','206','Bacter smear     ',"C & S-SPLEEN/MARROW"
'9064 ','206','Bacter smear     ',"PARASITOL-SPLEEN/MARROW"
'9065 ','206','Bacter smear     ',"TOXICOLOGY-SPLEEN/MARROW"
'9066 ','206','Bacter smear     ',"CELL BLK/PAP-SPLEEN/MARR"
'9069 ','206','Bacter smear     ',"MICRO EXAM-SPLN/MARR NEC"
'9071 ','206','Bacter smear     ',"BACT SMEAR-LYMPH SYSTEM"
'9072 ','206','Bacter smear     ',"CULTURE-LYMPH SYSTEM"
'9073 ','206','Bacter smear     ',"C & S-LYMPH SYSTEM"
'9074 ','206','Bacter smear     ',"PARASITOLOGY-LYMPH SYS"
'9075 ','206','Bacter smear     ',"TOXICOLOGY-LYMPH SYSTEM"
'9076 ','206','Bacter smear     ',"CELL BLK/PAP-LYMPH SYS"
'9079 ','206','Bacter smear     ',"MICRO EXAM-LYMPH SYS NEC"
'9081 ','206','Bacter smear     ',"BACT SMEAR-UPPER GI"
'9082 ','206','Bacter smear     ',"CULTURE-UPPER GI"
'9083 ','206','Bacter smear     ',"C & S-UPPER GI"
'9084 ','206','Bacter smear     ',"PARASITOLOGY-UPPER GI"
'9085 ','206','Bacter smear     ',"TOXICOLOGY-UPPER GI"
'9086 ','206','Bacter smear     ',"CELL BLK/PAP-UPPER GI"
'9089 ','206','Bacter smear     ',"MICRO EXAM-UPPER GI NEC"
'9091 ','206','Bacter smear     ',"BACT SMEAR-LOWER GI"
'9092 ','206','Bacter smear     ',"CULTURE-LOWER GI"
'9093 ','206','Bacter smear     ',"C & S-LOWER GI"
'9094 ','206','Bacter smear     ',"PARASITOLOGY-LOWER GI"
'9095 ','206','Bacter smear     ',"TOXICOLOGY-LOWER GI"
'9096 ','206','Bacter smear     ',"CELL BLK/PAP-LOWER GI"
'9099 ','206','Bacter smear     ',"MICRO EXAM-LOWER GI NEC"
'9101 ','206','Bacter smear     ',"BACT SMEAR-BILI/PANCREAS"
'9102 ','206','Bacter smear     ',"CULTURE-BILI/PANCREAS"
'9103 ','206','Bacter smear     ',"C & S-BILI/PANCREAS"
'9104 ','206','Bacter smear     ',"PARASITOLOGY-BILI/PANCR"
'9105 ','206','Bacter smear     ',"TOXICOLOGY-BILI/PANCREAS"
'9106 ','206','Bacter smear     ',"CELL BLK/PAP-BILI/PANCRE"
'9109 ','206','Bacter smear     ',"MICRO EXAM-BILI/PANC NEC"
'9111 ','206','Bacter smear     ',"BACT SMEAR-PERITONEUM"
'9112 ','206','Bacter smear     ',"CULTURE-PERITONEUM"
'9113 ','206','Bacter smear     ',"C & S-PERITONEUM"
'9114 ','206','Bacter smear     ',"PARASITOLOGY-PERITONEUM"
'9115 ','206','Bacter smear     ',"TOXICOLOGY-PERITONEUM"
'9116 ','206','Bacter smear     ',"CELL BLK/PAP-PERITONEUM"
'9119 ','206','Bacter smear     ',"MICRO EXAM-PERITON NEC"
'9121 ','206','Bacter smear     ',"BACT SMEAR-UPPER URINARY"
'9122 ','206','Bacter smear     ',"CULTURE-UPPER URINARY"
'9123 ','206','Bacter smear     ',"C & S-UPPER URINARY"
'9124 ','206','Bacter smear     ',"PARASITOLOGY-UPPER URIN"
'9125 ','206','Bacter smear     ',"TOXICOLOGY-UPPER URINARY"
'9126 ','206','Bacter smear     ',"CELL BLK/PAP-UPPER URIN"
'9129 ','206','Bacter smear     ',"MICRO EXAM-UPPR URIN NEC"
'9131 ','206','Bacter smear     ',"BACT SMEAR-LOWER URINARY"
'9132 ','206','Bacter smear     ',"CULTURE-LOWER URINARY"
'9133 ','206','Bacter smear     ',"C & S-LOWER URINARY"
'9134 ','206','Bacter smear     ',"PARASITLOLGY-LOWER URIN"
'9135 ','206','Bacter smear     ',"TOXICOLOGY-LOWER URINARY"
'9136 ','206','Bacter smear     ',"CELL BLK/PAP-LOWER URIN"
'9139 ','206','Bacter smear     ',"MICRO EXAM-LOW URIN NEC"
'9141 ','206','Bacter smear     ',"BACT SMEAR-FEMALE GENIT"
'9142 ','206','Bacter smear     ',"CULTURE-FEMALE GENITAL"
'9143 ','206','Bacter smear     ',"C & S-FEMALE GENITAL"
'9144 ','206','Bacter smear     ',"PARASITOLOGY-FEMALE GEN"
'9145 ','206','Bacter smear     ',"TOXICOLOGY-FEMALE GENIT"
'9146 ','206','Bacter smear     ',"CELL BLK/PAP-FEMALE GEN"
'9149 ','206','Bacter smear     ',"MICRO EXAM-FEMAL GEN NEC"
'9151 ','206','Bacter smear     ',"BACT SMEAR-MUSCULOSKEL"
'9152 ','206','Bacter smear     ',"CULTURE-MUSCULOSKELETAL"
'9153 ','206','Bacter smear     ',"C & S-MUSCULOSKELETAL"
'9154 ','206','Bacter smear     ',"PARASITOLOGY-MUSCULOSKEL"
'9155 ','206','Bacter smear     ',"TOXICOLOGY-MUSCULOSKEL"
'9156 ','206','Bacter smear     ',"CELL BLK/PAP-MUSCULOSKEL"
'9159 ','206','Bacter smear     ',"MICRO EXAM-MUSCULOSK NEC"
'9161 ','206','Bacter smear     ',"BACT SMEAR-INTEGUMENT"
'9162 ','206','Bacter smear     ',"CULTURE-INTEGUMENT"
'9163 ','206','Bacter smear     ',"C & S-INTEGUMENT"
'9164 ','206','Bacter smear     ',"PARASITOLOGY-INTEGUMENT"
'9165 ','206','Bacter smear     ',"TOXICOLOGY-INTEGUMENT"
'9166 ','206','Bacter smear     ',"CELL BLK/PAP-INTEGUMENT"
'9169 ','206','Bacter smear     ',"MICRO EXAM-INTEGUMEN NEC"
'9171 ','206','Bacter smear     ',"BACT SMEAR-OP WOUND"
'9172 ','206','Bacter smear     ',"CULTURE-OP WOUND"
'9173 ','206','Bacter smear     ',"C & S-OP WOUND"
'9174 ','206','Bacter smear     ',"PARASITOLOGY-OP WOUND"
'9175 ','206','Bacter smear     ',"TOXICOLOGY-OP WOUND"
'9176 ','206','Bacter smear     ',"CELL BLK/PAP-OP WOUND"
'9179 ','206','Bacter smear     ',"MICRO EXAM-OP WOUND NEC"
'9181 ','206','Bacter smear     ',"BACT SMEAR NEC"
'9182 ','206','Bacter smear     ',"CULTURE NEC"
'9183 ','206','Bacter smear     ',"C & S NEC"
'9184 ','206','Bacter smear     ',"PARASITOLOGY NEC"
'9185 ','206','Bacter smear     ',"TOXICOLOGY NEC"
'9186 ','206','Bacter smear     ',"CELL BLK/PAP NEC"
'9189 ','206','Bacter smear     ',"MICRO EXAM NEC"
'9191 ','206','Bacter smear     ',"BACT SMEAR NOS"
'9192 ','206','Bacter smear     ',"CULTURE NOS"
'9193 ','206','Bacter smear     ',"C & S NOS"
'9194 ','206','Bacter smear     ',"PARASITOLOGY NOS"
'9195 ','206','Bacter smear     ',"TOXICOLOGY NOS"
'9196 ','206','Bacter smear     ',"CELL BLK/PAP NOS"
'9199 ','206','Bacter smear     ',"MICRO EXAM NOS"
'9214 ','207','Nuclear img bone ',"BONE SCAN"
'9215 ','208','Nuclear img pulm ',"PULMONARY SCAN"
'9201 ','209','Non img nuc probe',"THYROID SCAN/ISOTOP FUNC"
'9202 ','209','Non img nuc probe',"LIVER SCAN/ISOTOPE FUNCT"
'9203 ','209','Non img nuc probe',"RENAL SCAN/ISOTOPE FUNCT"
'9204 ','209','Non img nuc probe',"GI SCAN & ISOTOPE FUNCT"
'9205 ','209','Non img nuc probe',"C-VASC SCAN/ISOTOP FUNCT"
'9209 ','209','Non img nuc probe',"OTHER ISOTOPE FUNCTION"
'9211 ','210','Oth nuclear image',"CEREBRAL SCAN"
'9212 ','210','Oth nuclear image',"HEAD SCAN NEC"
'9213 ','210','Oth nuclear image',"PARATHYROID SCAN"
'9216 ','210','Oth nuclear image',"LYMPHATIC SYSTEM SCAN"
'9217 ','210','Oth nuclear image',"PLACENTAL SCAN"
'9218 ','210','Oth nuclear image',"TOTAL BODY SCAN"
'9219 ','210','Oth nuclear image',"SCAN OF OTHER SITES"
'9220 ','211','Radiation therapy',"INF LIQUID BRACHY ISOTOP (Begin 2005)"
'9221 ','211','Radiation therapy',"SUPERFICIAL RADIATION"
'9222 ','211','Radiation therapy',"ORTHOVOLTAGE RADIATION"
'9223 ','211','Radiation therapy',"RADIOISOT TELERADIOTHER"
'9224 ','211','Radiation therapy',"TELERADIO (PROTONS) (Begin 1991)"
'9225 ','211','Radiation therapy',"ELECTRON TELERADIOTHERAP"
'9226 ','211','Radiation therapy',"PARTICUL TELERADIOTH NEC"
'9227 ','211','Radiation therapy',"RADIOACTIVE ELEM IMPLANT"
'9228 ','211','Radiation therapy',"ISOTOPE INJECT/INSTILL"
'9229 ','211','Radiation therapy',"RADIOTHERAPEUT PROC NEC"
'9241 ','211','Radiation therapy',"INTRA-OP ELECTRON RAD RX (Begin 2007)"
'9301 ','212','Dx PT            ',"FUNCTIONAL PT EVALUATION"
'9302 ','212','Dx PT            ',"ORTHOTIC EVALUATION"
'9303 ','212','Dx PT            ',"PROSTHETIC EVALUATION"
'9304 ','212','Dx PT            ',"MANUAL MUSCLE FUNCT TEST"
'9305 ','212','Dx PT            ',"RANGE OF MOTION TESTING"
'9306 ','212','Dx PT            ',"LIMB LENGTH MEASUREMENT"
'9307 ','212','Dx PT            ',"BODY MEASUREMENT"
'9308 ','212','Dx PT            ',"ELECTROMYOGRAPHY"
'9309 ','212','Dx PT            ',"OTHER DX PT PROCEDURE"
'9311 ','213','PT               ',"ASSISTING EXERCISE"
'9312 ','213','PT               ',"ACTIV MUSCULOSK EXER NEC"
'9313 ','213','PT               ',"RESISTIVE EXERCISE"
'9314 ','213','PT               ',"JOINT MOVEMENT TRAINING"
'9315 ','213','PT               ',"MOBILIZATION OF SPINE"
'9316 ','213','PT               ',"OTHER JOINT MOBILIZATION"
'9317 ','213','PT               ',"PASS MUSCULOSK EXER NEC"
'9318 ','213','PT               ',"PT BREATHING EXERCISE"
'9319 ','213','PT               ',"PT EXERCISE NEC"
'9321 ','213','PT               ',"MANUAL & MECHAN TRACTION"
'9322 ','213','PT               ',"AMBULAT & GAIT TRAINING"
'9323 ','213','PT               ',"ORTHOTIC DEVICE FITTING"
'9324 ','213','PT               ',"PROSTHET/ORTHOT TRAINING"
'9325 ','213','PT               ',"FORCED LIMB EXTENSION"
'9326 ','213','PT               ',"MANUAL RUPT JOINT ADHES"
'9327 ','213','PT               ',"MUSC OR TEND STRETCHING"
'9328 ','213','PT               ',"STRETCHING OF FASCIA"
'9329 ','213','PT               ',"FORCIB CORRECT DEFOR NEC"
'9331 ','213','PT               ',"ASSISTED POOL EXERCISE"
'9332 ','213','PT               ',"WHIRLPOOL TREATMENT"
'9333 ','213','PT               ',"OTHER HYDROTHERAPY"
'9334 ','213','PT               ',"DIATHERMY"
'9335 ','213','PT               ',"OTHER HEAT THERAPY"
'9336 ','213','PT               ',"CARDIAC RETRAINING"
'9337 ','213','PT               ',"PRENATAL TRAINING"
'9338 ','213','PT               ',"COMBINED PT NOS"
'9339 ','213','PT               ',"PHYSICAL THERAPY NEC"
'9341 ','214','Traction         ',"SPINE TRACT W SKULL DEV"
'9342 ','214','Traction         ',"OTHER SPINAL TRACTION"
'9343 ','214','Traction         ',"INTERMITT SKEL TRACTION"
'9344 ','214','Traction         ',"OTHER SKELETAL TRACTION"
'9345 ','214','Traction         ',"THOMAS SPLINT TRACTION"
'9346 ','214','Traction         ',"LIMB SKIN TRACTION NEC"
'9351 ','214','Traction         ',"PLASTER JACKET APPLICAT"
'9352 ','214','Traction         ',"NECK SUPPORT APPLICATION"
'9353 ','214','Traction         ',"OTHER CAST APPLICATION"
'9354 ','214','Traction         ',"APPLICATION OF SPLINT"
'9355 ','214','Traction         ',"DENTAL WIRING"
'9356 ','214','Traction         ',"PRESSURE DRESSING APPLIC"
'9357 ','214','Traction         ',"DRESSING OF WOUND NEC"
'9358 ','214','Traction         ',"PRESSURE TROUSER APPLICA"
'9359 ','214','Traction         ',"IMMOBILIZ/WOUND ATTN NEC"
'9361 ','215','Ot PT/rehab      ',"OMT FOR GEN-L MOBILIZAT"
'9362 ','215','Ot PT/rehab      ',"OMT WITH HI-VEL;LO-AMPLI"
'9363 ','215','Ot PT/rehab      ',"OMT WITH LO-VEL;HI-AMPLI"
'9364 ','215','Ot PT/rehab      ',"OMT WITH ISOTON;ISOMETRI"
'9365 ','215','Ot PT/rehab      ',"OMT WITH INDIRECT FORCES"
'9366 ','215','Ot PT/rehab      ',"OMT TO MOVE TISSUE FLUID"
'9367 ','215','Ot PT/rehab      ',"OSTEOPATH MANIPULAT NEC"
'9371 ','215','Ot PT/rehab      ',"DYSLEXIA TRAINING"
'9372 ','215','Ot PT/rehab      ',"DYSPHASIA TRAINING"
'9373 ','215','Ot PT/rehab      ',"ESOPHAG SPEECH TRAINING"
'9374 ','215','Ot PT/rehab      ',"SPEECH DEFECT TRAINING"
'9375 ','215','Ot PT/rehab      ',"OTHER SPEECH THERAPY"
'9376 ','215','Ot PT/rehab      ',"TRAINING IN LEAD DOG USE"
'9377 ','215','Ot PT/rehab      ',"BRAILLE OR MOON TRAINING"
'9378 ','215','Ot PT/rehab      ',"REHAB FOR THE BLIND NEC"
'9381 ','215','Ot PT/rehab      ',"RECREATIONAL THERAPY"
'9382 ','215','Ot PT/rehab      ',"EDUCATIONAL THERAPY"
'9383 ','215','Ot PT/rehab      ',"OCCUPATIONAL THERAPY"
'9384 ','215','Ot PT/rehab      ',"MUSIC THERAPY"
'9385 ','215','Ot PT/rehab      ',"VOCATIONAL REHABILITAT"
'9389 ','215','Ot PT/rehab      ',"REHABILITATION NEC"
'9390 ','216','Mech ventil      ',"CONT POS AIRWAY PRESSURE (Begin 1988)"
'9392 ','216','Mech ventil      ',"OTH MECH RESP ASSIST (Begin 1988 End 1991)"
'9601 ','216','Mech ventil      ',"INSERT NASOPHARYN AIRWAY"
'9602 ','216','Mech ventil      ',"INSERT OROPHARYN AIRWAY"
'9603 ','216','Mech ventil      ',"INSERT ESOPH OBTU AIRWAY"
'9604 ','216','Mech ventil      ',"INSERT ENDOTRACHEAL TUBE"
'9605 ','216','Mech ventil      ',"RESP TRACT INTUBAT NEC"
'9670 ','216','Mech ventil      ',"CONT MECH VENT-UNSPC DUR (Begin 1991)"
'9671 ','216','Mech ventil      ',"CONT MECH VENT < 96 HRS (Begin 1991)"
'9672 ','216','Mech ventil      ',"CONT MECH VENT 96+ HRS (Begin 1991)"
'9391 ','217','Ot resp Rx       ',"IPPB"
'9394 ','217','Ot resp Rx       ',"NEBULIZER THERAPY"
'9396 ','217','Ot resp Rx       ',"OXYGEN ENRICHMENT NEC"
'9399 ','217','Ot resp Rx       ',"OTHER RESP PROCEDURES"
'9401 ','218','Psych Dx Rx      ',"INTELLIGENCE TEST ADMIN"
'9402 ','218','Psych Dx Rx      ',"PSYCHOLOGIC TEST ADMINIS"
'9403 ','218','Psych Dx Rx      ',"CHARACTER ANALYSIS"
'9408 ','218','Psych Dx Rx      ',"PSYCHOL EVAL & TEST NEC"
'9409 ','218','Psych Dx Rx      ',"PSYCHOL MENTAL STAT NOS"
'9411 ','218','Psych Dx Rx      ',"PSYCHIAT MENTAL DETERMIN"
'9412 ','218','Psych Dx Rx      ',"ROUTINE PSYCHIAT VISIT"
'9413 ','218','Psych Dx Rx      ',"PSYCHIA COMMITMENT EVAL"
'9419 ','218','Psych Dx Rx      ',"PSYCHIA INTERV/EVAL NEC"
'9421 ','218','Psych Dx Rx      ',"NARCOANALYSIS"
'9422 ','218','Psych Dx Rx      ',"LITHIUM THERAPY"
'9423 ','218','Psych Dx Rx      ',"NEUROLEPTIC THERAPY"
'9424 ','218','Psych Dx Rx      ',"CHEMICAL SHOCK THERAPY"
'9425 ','218','Psych Dx Rx      ',"PSYCHIAT DRUG THERAP NEC"
'9426 ','218','Psych Dx Rx      ',"SUBCONVULSIVE EST"
'9427 ','218','Psych Dx Rx      ',"ELECTROSHOCK THERAPY NEC"
'9429 ','218','Psych Dx Rx      ',"PSYCHIATR SOMATOTHER NEC"
'9431 ','218','Psych Dx Rx      ',"PSYCHOANALYSIS"
'9432 ','218','Psych Dx Rx      ',"HYPNOTHERAPY"
'9433 ','218','Psych Dx Rx      ',"BEHAVIOR THERAPY"
'9434 ','218','Psych Dx Rx      ',"IND THERAP PSYCHSEX DYSF"
'9435 ','218','Psych Dx Rx      ',"CRISIS INTERVENTION"
'9436 ','218','Psych Dx Rx      ',"PLAY PSYCHOTHERAPY"
'9437 ','218','Psych Dx Rx      ',"EXPLOR VERBAL PSYCHOTHER"
'9438 ','218','Psych Dx Rx      ',"SUPPOR VERBAL PSYCHOTHER"
'9439 ','218','Psych Dx Rx      ',"INDIVID PSYCHOTHERAP NEC"
'9441 ','218','Psych Dx Rx      ',"GRP THERAP PSYCHSEX DYSF"
'9442 ','218','Psych Dx Rx      ',"FAMILY THERAPY"
'9443 ','218','Psych Dx Rx      ',"PSYCHODRAMA"
'9444 ','218','Psych Dx Rx      ',"OTHER GROUP THERAPY"
'9445 ','218','Psych Dx Rx      ',"DRUG ADDICT COUNSELLING"
'9446 ','218','Psych Dx Rx      ',"ALCOHOLISM COUNSELLING"
'9449 ','218','Psych Dx Rx      ',"OTHER COUNSELLING"
'9451 ','218','Psych Dx Rx      ',"REFERRAL FOR PSYCHOTHER"
'9452 ','218','Psych Dx Rx      ',"REFERRAL PSYCH AFTERCARE"
'9453 ','218','Psych Dx Rx      ',"REFERRAL ALCOHOL REHAB"
'9454 ','218','Psych Dx Rx      ',"REFERRAL FOR DRUG REHAB"
'9455 ','218','Psych Dx Rx      ',"REFERRAL VOCATION REHAB"
'9459 ','218','Psych Dx Rx      ',"REFERRAL PSYCH REHAB NEC"
'9461 ','219','ETOH/drug Rx     ',"ALCOHOL REHABILITATION (Begin 1989)"
'9462 ','219','ETOH/drug Rx     ',"ALCOHOL DETOXIFICATION (Begin 1989)"
'9463 ','219','ETOH/drug Rx     ',"ALCOHOL REHAB/DETOX (Begin 1989)"
'9464 ','219','ETOH/drug Rx     ',"DRUG REHABILITATION (Begin 1989)"
'9465 ','219','ETOH/drug Rx     ',"DRUG DETOXIFICATION (Begin 1989)"
'9466 ','219','ETOH/drug Rx     ',"DRUG REHAB/DETOX (Begin 1989)"
'9467 ','219','ETOH/drug Rx     ',"COMB ALCOHOL/DRUG REHAB (Begin 1989)"
'9468 ','219','ETOH/drug Rx     ',"COMB ALCOHOL/DRUG DETOX (Begin 1989)"
'9469 ','219','ETOH/drug Rx     ',"COMB ALCO/DRUG REHA/DETO (Begin 1989)"
'9501 ','220','Eye/ear RxDx     ',"LIMITED EYE EXAMINATION"
'9502 ','220','Eye/ear RxDx     ',"COMPREHENSIVE EYE EXAM"
'9503 ','220','Eye/ear RxDx     ',"EXTENDED OPHTHAL WORK-UP"
'9504 ','220','Eye/ear RxDx     ',"ANESTHETIZED EYE EXAM"
'9505 ','220','Eye/ear RxDx     ',"VISUAL FIELD STUDY"
'9506 ','220','Eye/ear RxDx     ',"COLOR VISION STUDY"
'9507 ','220','Eye/ear RxDx     ',"DARK ADAPTATION STUDY"
'9509 ','220','Eye/ear RxDx     ',"EYE EXAMINATION NOS"
'9511 ','220','Eye/ear RxDx     ',"FUNDUS PHOTOGRAPHY"
'9512 ','220','Eye/ear RxDx     ',"EYE FLUORESCEIN ANGIOGRA"
'9513 ','220','Eye/ear RxDx     ',"ULTRASOUND STUDY OF EYE"
'9514 ','220','Eye/ear RxDx     ',"X-RAY STUDY OF EYE"
'9515 ','220','Eye/ear RxDx     ',"OCULAR MOTILITY STUDY"
'9516 ','220','Eye/ear RxDx     ',"P32 & EYE TRACER NEC"
'9521 ','220','Eye/ear RxDx     ',"ELECTRORETINOGRAM"
'9522 ','220','Eye/ear RxDx     ',"ELECTRO-OCULOGRAM"
'9523 ','220','Eye/ear RxDx     ',"VISUAL EVOKED POTENTIAL"
'9524 ','220','Eye/ear RxDx     ',"ELECTRONYSTAGMOGRAM"
'9525 ','220','Eye/ear RxDx     ',"ELECTROMYOGRAM OF EYE"
'9526 ','220','Eye/ear RxDx     ',"GLAUCOMA TESTING"
'9531 ','220','Eye/ear RxDx     ',"SPECTACLE FIT & DISPENSE"
'9532 ','220','Eye/ear RxDx     ',"PERSCR/FIT/DISP CONTACTS"
'9533 ','220','Eye/ear RxDx     ',"OTH LO VISION AID DISPEN"
'9534 ','220','Eye/ear RxDx     ',"OCULAR PROSTHETICS"
'9535 ','220','Eye/ear RxDx     ',"ORTHOPTIC TRAINING"
'9536 ','220','Eye/ear RxDx     ',"OPHTH COUNSEL & INSTRUCT"
'9541 ','220','Eye/ear RxDx     ',"AUDIOMETRY"
'9542 ','220','Eye/ear RxDx     ',"CLINICAL HEARING TEST"
'9543 ','220','Eye/ear RxDx     ',"AUDIOLOGICAL EVALUATION"
'9544 ','220','Eye/ear RxDx     ',"CLIN VESTIBUL FUNCT TEST"
'9545 ','220','Eye/ear RxDx     ',"ROTATION TESTS"
'9546 ','220','Eye/ear RxDx     ',"AUDIT & VESTIB TEST NEC"
'9547 ','220','Eye/ear RxDx     ',"HEARING EXAMINATION NOS"
'9548 ','220','Eye/ear RxDx     ',"FITTING OF HEARING AID"
'9549 ','220','Eye/ear RxDx     ',"NON-OP HEARING PROC NEC"
'9607 ','221','NG tube          ',"INSERT GASTRIC TUBE NEC"
'9900 ','222','Blood transf     ',"PERIOP AUTOLOG BLD TRANS (Begin 1995)"
'9901 ','222','Blood transf     ',"EXCHANGE TRANSFUSION"
'9902 ','222','Blood transf     ',"WHOLE BLOOD AUTOTRANSFUS"
'9903 ','222','Blood transf     ',"WHOLE BLOOD TRANSFUS NEC"
'9904 ','222','Blood transf     ',"PACKED CELL TRANSFUSION"
'9905 ','222','Blood transf     ',"PLATELET TRANSFUSION"
'9906 ','222','Blood transf     ',"COAG FACTOR TRANSFUSION"
'9907 ','222','Blood transf     ',"SERUM TRANSFUSION NEC"
'9908 ','222','Blood transf     ',"BLOOD EXPANDER TRANSFUS"
'9909 ','222','Blood transf     ',"TRANSFUSION NEC"
'966  ','223','Ent nutritio     ',"ENTRAL INFUS NUTRIT SUB (Begin 1986)"
'9915 ','223','Ent nutritio     ',"PARENT INFUS NUTRIT SUB (Begin 1986)"
'0010 ','224','CA chemoRx       ',"IMPLANTATION OF CHEMOTHERAPEUTIC AGENT (Begin 2002)"
'0015 ','224','CA chemoRx       ',"HIGH-DOSE INFUSION INTERLEUKIN-2 (IL-2) (Begin 2003)"
'1770 ','224','CA chemoRx       ',"IV infusion clofarabine (Begin 2009)"
'9925 ','224','CA chemoRx       ',"INJECT CA CHEMOTHER NEC"
'9928 ','224','CA chemoRx       ',"ANTINEOPLASTIC IMMUNOTHERAPY (Begin 1994)"
'9960 ','225','Convert rhyt     ',"CARDIOPULM RESUSCITA NOS"
'9961 ','225','Convert rhyt     ',"ATRIAL CARDIOVERSION"
'9962 ','225','Convert rhyt     ',"HEART COUNTERSHOCK NEC"
'9963 ','225','Convert rhyt     ',"CLOSED CHEST CARD MASSAG"
'9964 ','225','Convert rhyt     ',"CAROTID SINUS STIUMLAT"
'9969 ','225','Convert rhyt     ',"CARDIAC RHYTHM CONV NEC"
'0033 ','226','Ot Dx rad        ',"CAS W FLUOROSCOPY (Begin 2004)"
'0034 ','226','Ot Dx rad        ',"IMAGELESS COMP ASST SURG (Begin 2004)"
'0035 ','226','Ot Dx rad        ',"CAS W MULTIPLE DATASETS (Begin 2004)"
'0039 ','226','Ot Dx rad        ',"OTHER CAS (Begin 2004)"
'3823 ','226','Ot Dx rad        ',"INTRAVASCLR SPECTROSCOPY (Begin 2008)"
'3824 ','226','Ot Dx rad        ',"Intravas img cor ves OCT (Begin 2009)"
'3825 ','226','Ot Dx rad        ',"Intravas img non-cor OCT (Begin 2009)"
'8701 ','226','Ot Dx rad        ',"PNEUMOENCEPHALOGRAM"
'8702 ','226','Ot Dx rad        ',"BRAIN/SKULL CONTRST XRAY"
'8704 ','226','Ot Dx rad        ',"HEAD TOMOGRAPHY NEC"
'8705 ','226','Ot Dx rad        ',"CONTRAST DACRYOCYSTOGRAM"
'8706 ','226','Ot Dx rad        ',"NASOPHARY CONTRAST X-RAY"
'8707 ','226','Ot Dx rad        ',"CONTRAST LARYNGOGRAM"
'8708 ','226','Ot Dx rad        ',"CERVICAL LYMPHANGIOGRAM"
'8709 ','226','Ot Dx rad        ',"HEAD SOFT TISS X-RAY NEC"
'8711 ','226','Ot Dx rad        ',"FULL-MOUTH X-RAY"
'8712 ','226','Ot Dx rad        ',"DENTAL X-RAY NEC"
'8713 ','226','Ot Dx rad        ',"TM CONTRAST ARTHROGRAM"
'8714 ','226','Ot Dx rad        ',"CONTRAST X-RAY OF ORBIT"
'8715 ','226','Ot Dx rad        ',"CONTRAST X-RAY OF SINUS"
'8716 ','226','Ot Dx rad        ',"FACIAL BONE X-RAY NEC"
'8717 ','226','Ot Dx rad        ',"SKULL X-RAY NEC"
'8722 ','226','Ot Dx rad        ',"CERVICAL SPINE X-RAY NEC"
'8723 ','226','Ot Dx rad        ',"THORACIC SPINE X-RAY NEC"
'8724 ','226','Ot Dx rad        ',"LUMBOSAC SPINE X-RAY NEC"
'8729 ','226','Ot Dx rad        ',"SPINAL X-RAY NEC"
'8731 ','226','Ot Dx rad        ',"ENDOTRACHEAL BRONCHOGRAM"
